group	PEBAC001	PEBAC002	PEBAC003	PEBAC004	PEBAC005	PEBAC006	PEBAC007	PEBAC008	PEBAC009	PEBAC010	PEBAC011	PEBAC012	PEBAC013	PEBAC014	PEBAC015	PEBAC016	PEBAC017	PEBAC018	PEBAC019	PEBAC020	PEBAC021	PEBAC022	PEBAC023	PEBAC024	PEBAC025	PEBAC026	PEBAC027	PEBAC028	PEBAC029	PEBAC030	PEBAC031	PEBAC032	PEBAC033	PEBAC034	PEBAC035	PEBAC036	PEBAC037	PEBAC038	PEBAC039	PEBAC040	PEBAC041	PEBAC042	PEBAC043	PEBAC044	PEBAC045	PEBAC046	PEBAC047	PEBAC048	PEBAC049	PEBAC051	PEBAC052	PEBAC053	PEBAC054	PEBAC055	PEBAC056	PEBAC057	PEBAC058	PEBAC059	PEBAC060	PEBAC061	PEBAC062	PEBAC063	PEBAC064	PEBAC065	PEBAC066	PEBAC067	PEBAC068	PEBAC069	PEBAC070	PEBAC071	PEBAC072	PEBAC073	PEBAC074	PEBAC075	PEBAC076	PEBAC077	PEBAC078	PEBAC079	PEBAC080	PEBAC081	PEBAC082	PEBAC083	PEBAC084	PEBAC085	PEBAC086	PEBAC087	PEBAC088	PEBAC089	PEBAC090	PEBAC091	PEBAC092	PEBAC093	PEBAC094	PEBAC095	PEBAC096	PEBAC097	PEBAC098	PEBAC099	PEBAC100	PEBAC101	PEBAC102	PEBAC103	PEBAC104	PEBAC105	PEBAC106	PEBAC107	PEBAC108	PEBAC109	PEBAC110	PEBAC111	PEBAC112	PEBAC113	PEBAC114	PEBAC115	PEBAC116	PEBAC117	PEBAC118	PEBAC119	PEBAC120	PEBAC121	PEBAC122	PEBAC123	PEBAC124	PEBAC125	PEBAC126	PEBAC127	PEBAC128	PEBAC129	PEBAC130	PEBAC131	PEBAC132	PEBAC133	PEBAC134	PEBAC135	PEBAC136	PEBAC137	PEBAC138	PEBAC139	PEBAC140	PEBAC141	PEBAC142	PEBAC143	PEBAC144	PEBAC145	PEBAC146	PEBAC147	PEBAC148	PEBAC149	PEBAC150	PEBAC151	PEBAC152	PEBAC153	PEBAC154	PEBAC155	PEBAC156	PEBAC157	PEBAC158	PEBAC159	PEBAC160	PEBAC161	PEBAC162	PEBAC163	PEBAC164	PEBAC165	PEBAC166	PEBAC167	PEBAC168	PEBAC169	PEBAC170	PEBAC171	PEBAC172	PEBAC173	PEBAC174	PEBAC175	PEBAC176	PEBAC177	PEBAC178	PEBAC179	PEBAC180	PEBAC181	PEBAC182	PEBAC183	PEBAC184	PEBAC185	PEBAC186	PEBAC187	PEBAC188	PEBAC189	PEBAC190	PEBAC191	PEBAC192	PEBAC193	PEBAC194	PEBAC195	PEBAC196	PEBAC197	PEBAC198	PEBAC199	PEBAC200	PEBAC201	PEBAC203	PEBAC204	PEBAC205	PEBAC206	PEBAC207	PEBAC208	PEBAC209	PEBAC210	PEBAC211	PEBAC212	PEBAC213	PEBAC214	PEBAC215	PEBAC216	PEBAC217	PEBAC218	PEBAC219	PEBAC220
dissimilatory_arsenite_oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anammox	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nitrate_denitrification	11	0	2	0	0	10	4	12	19	0	11	0	8	24	0	19	0	0	0	9	7	0	20	3	12	15	4	18	3	0	0	0	0	10	0	6	8	10	7	12	0	0	4	13	0	0	6	18	0	0	0	0	0	0	0	0	0	4	0	0	0	10	0	0	11	0	11	0	0	9	0	4	0	0	0	0	5	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	2	0	0	0	0	0	28	18	9	23	0	0	9	0	21	13	13	13	37	7	8	4	0	17	12	8	0	6	15	13	0	14	18	6	0	0	10	0	4	8	12	0	7	0	11	0	27	7	0	45	20	25	40	23	21	13	25	40	17	35	25	73	9	0	41	23	23	6	21	26	0	11	12	24	29	17	18	0	17	19	33	12	17	20	8	0	8	18	46	0	13	0	0	0	0	0	23	17	0	0	18	26	30	14	20
nitrite_denitrification	11	0	2	0	0	10	4	12	19	0	11	0	8	24	0	19	0	0	0	9	7	0	20	3	12	15	4	18	3	0	0	0	0	10	0	6	8	10	7	12	0	0	4	13	0	0	6	18	0	0	0	0	0	0	0	0	0	4	0	0	0	10	0	0	11	0	11	0	0	9	0	4	0	0	0	0	5	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	2	0	0	0	0	0	28	18	9	23	0	0	9	0	21	13	13	13	37	7	8	4	0	17	12	8	0	6	15	13	0	14	18	6	0	0	10	0	4	8	12	0	7	0	11	0	27	7	0	45	20	25	40	23	21	13	25	40	17	35	25	73	9	0	41	23	23	6	21	26	0	11	12	24	29	17	18	0	17	19	33	12	17	20	8	0	8	18	46	0	13	0	0	0	0	0	23	17	0	0	18	26	30	14	20
nitrous_oxide_denitrification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denitrification	11	0	2	0	0	10	4	12	19	0	11	0	8	24	0	19	0	0	0	9	7	0	20	3	12	15	4	18	3	0	0	0	0	10	0	6	8	10	7	12	0	0	4	13	0	0	6	18	0	0	0	0	0	0	0	0	0	4	0	0	0	10	0	0	11	0	11	0	0	9	0	4	0	0	0	0	5	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	2	0	0	0	0	0	28	18	9	23	0	0	9	0	21	13	13	13	37	7	8	4	0	17	12	8	0	6	15	13	0	14	18	6	0	0	10	0	4	8	12	0	7	0	11	0	27	7	0	45	20	25	40	23	21	13	25	40	17	35	25	73	9	0	41	23	23	6	21	26	0	11	12	24	29	17	18	0	17	19	33	12	17	20	8	0	8	18	46	0	13	0	0	0	0	0	23	17	0	0	18	26	30	14	20
chitinolysis	830	3745	223	414	417	947	1688	327	6190	166	4682	2531	4056	5494	860	841	254	151	97	558	313	20	9063	331	2591	5496	1812	4022	340	1783	147	2730	194	520	1697	2330	611	5884	1508	185	955	47	59	203	396	67	1079	1425	467	35	10	2913	1574	55	1875	1094	679	8	21	116	92	1331	65	43	1672	293	2890	71	18	93	18	9	1215	103	1594	881	764	4956	174	520	352	166	390	165	543	711	303	138	136	321	430	398	562	97	280	225	138	378	193	615	436	579	187	535	809	433	404	1254	392	109	253	3765	576	883	982	158	658	160	107	2788	1484	5904	3509	2056	4998	600	1207	3279	3221	2903	1559	4332	7357	6935	2614	2124	5329	3916	2142	4679	9048	359	5929	244	3415	6455	713	1158	1275	520	1722	210	25	838	177	3536	59	2146	1358	3081	161	1050	7203	5843	4784	1504	3103	2621	1793	3987	89	664	6713	873	745	7976	2904	1722	149	1933	1844	1562	834	690	2350	4374	2540	1460	1907	2439	3338	1613	4342	2924	2236	1653	1476	637	563	4230	4087	2083	672	3050	156	886	3495	4439	918	3113	6262	393	4398	3211	3553	2232	247	2248
knallgas_bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dark_hydrogen_oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	6	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	65	0	0	0	0	0	0	0	0	0	0
nitrogen_fixation	764	726	378	471	409	700	1483	430	2519	175	1878	280	1092	2007	161	984	183	340	900	277	1183	189	1164	462	1509	1080	2392	1455	281	681	804	973	246	815	190	409	305	973	839	615	1472	1945	1301	1090	1132	1895	1828	1624	753	419	715	1071	571	661	1029	768	847	697	999	938	1286	1458	1270	1155	1866	792	1498	2282	1617	802	446	878	533	851	975	938	1271	1234	691	1481	2211	413	1178	2314	1089	652	1143	1226	723	730	749	599	1007	870	1136	794	729	1054	1002	1226	875	883	1175	798	699	1048	1221	785	1124	669	817	1048	616	598	986	1106	790	851	484	1846	1337	1162	1547	1571	1252	1042	863	2250	1134	869	635	997	997	702	1854	457	646	1004	468	1371	1458	631	605	89	1365	2146	319	634	342	532	209	531	423	449	534	469	557	392	454	2383	357	624	1639	1905	2131	1134	1558	1434	557	1478	750	544	1590	846	1056	1360	240	832	946	775	1304	902	867	828	1044	1220	1229	1009	1421	1444	1321	1161	1401	768	1269	1571	1323	1225	463	1445	932	1734	280	899	392	124	995	781	820	1200	846	565	691	1815	1532	2102	1829	313
nitrate_ammonification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nitrite_ammonification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nitrite_respiration	11	0	2	0	0	10	4	12	19	0	11	0	8	24	0	19	0	0	0	9	7	0	20	3	12	15	4	18	3	0	0	0	0	10	0	6	8	10	7	12	0	0	4	13	0	0	6	18	0	0	0	0	0	0	0	0	0	4	0	0	0	10	0	0	11	0	11	0	0	9	0	4	0	0	0	0	5	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	2	0	0	0	0	0	28	18	9	23	0	0	9	0	21	13	13	13	37	7	8	4	0	17	12	8	0	6	15	13	0	14	18	6	0	0	10	0	4	8	12	0	7	0	11	0	27	7	0	45	20	25	40	23	21	13	25	40	17	35	25	73	9	0	41	23	23	6	21	26	0	11	12	24	29	17	18	0	17	19	33	12	17	20	8	0	8	18	46	0	13	0	0	0	0	0	23	17	0	0	18	26	30	14	20
cellulolysis	87	138	4	2	14	79	234	0	430	79	445	0	56	216	3	34	14	3	0	2	7	49	81	0	141	141	191	238	0	13	15	77	4	13	40	73	22	120	62	0	62	4	17	5	87	123	2	99	26	4	8	40	136	12	120	138	89	12	9	12	11	100	0	59	159	7	432	6	16	291	10	17	0	18	85	89	159	63	28	201	314	8	0	18	105	2	3	0	39	15	26	3	34	67	0	220	5	68	0	22	49	49	21	7	4	15	3	31	21	124	25	151	0	169	102	223	8	23	7	99	128	35	130	3	222	1	25	157	97	2	26	204	187	164	181	55	79	132	9	97	853	2	96	7	94	43	33	32	36	325	77	5	8	46	7	175	4	11	17	113	98	26	540	32	200	31	165	99	76	66	206	15	108	94	276	178	5	18	131	5	428	549	16	435	66	150	187	159	42	173	331	52	597	53	72	188	472	75	41	56	83	142	0	58	5	5	214	5	28	228	136	0	370	44	332	88	15	13
xylanolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dark_sulfide_oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dark_sulfur_oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dark_thiosulfate_oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dark_oxidation_of_sulfur_compounds	504	197	83	204	309	56	144	133	85	118	31	94	28	71	218	139	266	179	267	224	339	133	0	258	212	109	39	60	666	448	322	37	138	44	51	104	148	95	230	237	346	397	414	482	256	597	635	353	232	171	435	179	394	232	187	171	375	305	265	271	244	126	282	304	228	394	190	430	405	310	236	461	354	331	478	406	275	529	331	123	297	342	255	380	407	384	245	397	435	944	304	415	313	1403	302	779	401	472	454	371	229	309	314	236	198	372	227	505	385	289	1213	208	453	548	317	569	310	516	177	72	104	509	78	161	106	21	78	379	118	40	192	70	64	26	288	9	45	16	151	59	32	343	257	405	217	28	485	159	273	537	312	162	83	184	185	124	130	102	254	321	543	134	80	42	281	62	60	159	220	101	262	178	32	645	86	217	378	124	251	283	361	384	347	722	412	250	311	533	575	604	703	347	331	423	148	277	222	345	619	39	263	200	256	143	445	313	103	601	95	287	66	117	112	75	77	21	10	443
manganese_oxidation	33	28	18	22	11	59	13	19	87	11	42	40	30	49	19	23	10	0	62	57	75	40	107	27	26	62	88	14	0	18	71	43	35	39	13	17	89	45	15	68	33	12	0	60	50	0	0	14	44	0	0	22	33	24	31	24	50	0	0	7	0	31	6	0	30	0	19	0	0	18	20	0	15	0	6	34	50	25	54	37	34	0	0	0	17	0	0	11	0	0	0	6	29	0	33	0	7	0	0	36	0	22	0	6	8	8	7	0	6	114	7	11	0	0	66	0	18	0	0	32	30	22	57	165	14	108	93	103	82	49	35	49	13	60	16	51	80	90	33	53	43	53	23	63	21	52	35	0	33	15	29	9	38	30	99	23	80	20	26	46	65	80	63	50	17	39	69	35	57	55	57	126	28	75	72	33	42	26	133	33	25	27	38	17	42	30	32	28	26	13	10	27	24	36	26	22	38	55	34	50	22	39	25	32	55	133	38	18	40	41	12	224	55	36	24	65	115	23
manganese_respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ligninolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fermentation	26	0	43	50	44	16	198	35	25	107	4	14	51	31	21	0	62	15	14	24	1481	16	53	75	22	30	183	86	19	6	13	73	16	12	110	17	8	63	41	0	60	54	53	55	64	52	52	74	53	29	16	35	134	32	34	40	49	0	14	23	48	46	43	49	173	16	260	79	28	296	0	9	13	51	45	94	81	62	5	33	308	239	38	143	279	176	177	45	234	34	87	200	80	286	64	694	315	330	131	71	114	121	280	290	136	361	177	799	197	148	188	415	340	609	186	280	165	107	177	30	31	197	31	17	90	13	30	99	69	0	13	128	60	56	63	8	13	39	28	84	26	31	37	27	167	56	32	13	27	28	26	19	22	18	16	45	19	14	36	40	85	20	414	34	163	9	58	85	10	77	595	8	83	16	10	44	54	28	52	105	370	636	111	549	151	124	125	97	81	245	290	63	298	109	269	106	393	125	159	9	66	90	45	111	15	55	154	34	0	209	42	7	34	12	49	113	10	12
aerobic_chemoheterotrophy	36464	32293	25232	20073	37866	27989	30606	21542	34983	29590	30845	21532	33551	30458	21155	28559	17067	17114	27111	20267	38530	28374	32834	20514	35193	33136	32383	33849	22198	37800	30863	35803	22283	29820	17348	25825	26571	28022	29006	28926	33247	29848	24345	28032	29695	34620	40531	27288	23477	26397	25717	27692	26280	22896	28233	28370	24982	19594	19560	20887	20559	25781	19877	16012	28814	22186	29357	25070	21941	27154	26941	18883	23978	23361	27595	19213	27887	26091	25816	35368	34501	30018	22932	24515	26198	25083	24128	25040	23411	28364	24803	20654	27575	24349	24854	22438	25149	26211	23821	25791	24915	24543	23092	22352	24508	27594	23946	24181	25806	24320	24918	28165	21947	24480	26998	23369	21792	23483	20097	33149	40949	35880	33918	32335	36046	32300	38545	34513	35672	28954	33553	29959	34807	28084	29458	32132	29183	29224	27061	34236	33345	32767	34986	28391	29145	34338	37196	37800	34278	43438	40338	32201	25899	31822	23191	29191	21287	26245	30067	37764	37692	33148	32235	36502	36219	31234	28342	33136	34451	38882	34117	32784	33773	36241	38055	33552	36464	41071	34529	29086	34549	27768	26617	25698	30026	28640	26859	28431	30445	35213	28402	29762	29786	33730	34521	28756	29105	30602	40006	42157	36077	29279	31382	36367	37079	27347	38415	29332	41810	36455	36230	36796	35278	34999	35094	35877	36783	35401
invertebrate_parasites	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
human_pathogens_septicemia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
